ID	TEXT	INTENT
631	Find my alarm right now	alarm/show_alarms
632	Find my alarm right now	alarm/show_alarms
633	Find my alarm right now	alarm/show_alarms
634	Change my 3 PM alarm to the next day	alarm/modify_alarm
635	Change my 3 PM alarm to the next day	alarm/modify_alarm
636	Change my 3 PM alarm to the next day	alarm/modify_alarm
637	Change my alarm for five to 3PM the next day	alarm/modify_alarm
638	Change my alarm for five to 3PM the next day	alarm/modify_alarm
639	Change my alarm for five to 3PM the next day	alarm/modify_alarm
640	Change my 2pm alarm to the same time the next day	alarm/modify_alarm
641	Change my 2pm alarm to the same time the next day	alarm/modify_alarm
642	Change my 2pm alarm to the same time the next day	alarm/modify_alarm
643	Modify my nine am alarm to eight am the next day	alarm/modify_alarm
644	Modify my nine am alarm to eight am the next day	alarm/modify_alarm
645	Modify my nine am alarm to eight am the next day	alarm/modify_alarm
646	Change my 9:15PM alarm on Saturday to 8:45PM the next day	alarm/modify_alarm
647	Change my 9:15PM alarm on Saturday to 8:45PM the next day	alarm/modify_alarm
648	Change my 9:15PM alarm on Saturday to 8:45PM the next day	alarm/modify_alarm
649	Please adjust my 4:45 alarm today to 9:15am the next day	alarm/modify_alarm
650	Please adjust my 4:45 alarm today to 9:15am the next day	alarm/modify_alarm
651	Please adjust my 4:45 alarm today to 9:15am the next day	alarm/modify_alarm
652	Move my 8:45am today alarm to the next day please	alarm/modify_alarm
653	Move my 8:45am today alarm to the next day please	alarm/modify_alarm
654	Move my 8:45am today alarm to the next day please	alarm/modify_alarm
655	I want my 3:45pm alarm adjusted to the next day at the same time	alarm/modify_alarm
656	I want my 3:45pm alarm adjusted to the next day at the same time	alarm/modify_alarm
657	I want my 3:45pm alarm adjusted to the next day at the same time	alarm/modify_alarm
658	Change my 2:00pm Saturday alarm to the next day at 5:30PM	alarm/modify_alarm
659	Change my 2:00pm Saturday alarm to the next day at 5:30PM	alarm/modify_alarm
660	Change my 2:00pm Saturday alarm to the next day at 5:30PM	alarm/modify_alarm
661	Please change my Sunday 3:45am alarm to the next day at 5am	alarm/modify_alarm
662	Please change my Sunday 3:45am alarm to the next day at 5am	alarm/modify_alarm
663	Please change my Sunday 3:45am alarm to the next day at 5am	alarm/modify_alarm
664	Change my 7:00pm Friday alarm to 6:00am the next day	alarm/modify_alarm
665	Change my 7:00pm Friday alarm to 6:00am the next day	alarm/modify_alarm
666	Change my 7:00pm Friday alarm to 6:00am the next day	alarm/modify_alarm
667	I want the alarm I just set to be changed to the next day	alarm/modify_alarm
668	I want the alarm I just set to be changed to the next day	alarm/modify_alarm
669	I want the alarm I just set to be changed to the next day	alarm/modify_alarm
670	Please change my new alarm to go off the next day instead	alarm/modify_alarm
671	Please change my new alarm to go off the next day instead	alarm/modify_alarm
672	Please change my new alarm to go off the next day instead	alarm/modify_alarm
673	Change that Thursday 4:45PM alarm to go off the same time the next day	alarm/modify_alarm
674	Change that Thursday 4:45PM alarm to go off the same time the next day	alarm/modify_alarm
675	Change that Thursday 4:45PM alarm to go off the same time the next day	alarm/modify_alarm
676	set alarm for october	alarm/set_alarm
677	set alarm for october	alarm/set_alarm
678	set alarm for october	alarm/set_alarm
679	set alarm for june of 2019	alarm/set_alarm
680	set alarm for 2019 please	alarm/set_alarm
681	set alarm for 2019 please	alarm/set_alarm
682	set alarm for 2019 please	alarm/set_alarm
683	set the alarm for 2020 please	alarm/set_alarm
684	set the alarm for 2020 please	alarm/set_alarm
685	set the alarm for 2020 please	alarm/set_alarm
686	set alarm for november	alarm/set_alarm
687	set alarm for december, 2019	alarm/set_alarm
688	set alarm for december, 2019	alarm/set_alarm
689	set alarm for december, 2019	alarm/set_alarm
690	now set an alarm please for 2022	alarm/set_alarm
691	now set an alarm please for 2022	alarm/set_alarm
692	now set an alarm please for 2022	alarm/set_alarm
693	set an alarm for april of 2025	alarm/set_alarm
694	set an alarm for the date of 2023	alarm/set_alarm
695	set an alarm for 2028	alarm/set_alarm
696	set a july alarm	alarm/set_alarm
697	set an alarm for february	alarm/set_alarm
698	set an alarm for january	alarm/set_alarm
699	set an alarm for may	alarm/set_alarm
700	set an alarm for june of 2034	alarm/set_alarm
701	Set alarm for 5 months	alarm/set_alarm
702	Set alarm for 5 months	alarm/set_alarm
703	Set alarm for 5 months	alarm/set_alarm
704	set an alarm for 8 months	alarm/set_alarm
705	set an alarm for 9 months please	alarm/set_alarm
706	set an alarm for 4 months	alarm/set_alarm
707	Set an alarm for 2 months	alarm/set_alarm
708	set an alarm for 14 months	alarm/set_alarm
709	set an alarm for 11 months please	alarm/set_alarm
710	please set alarm for 3 months	alarm/set_alarm
711	set an alarm for 15 months	alarm/set_alarm
712	set alarm for 18 months	alarm/set_alarm
713	set alarm for 19 months	alarm/set_alarm
714	set alarm for 5 years	alarm/set_alarm
715	set alarm for 8 years	alarm/set_alarm
716	set alarm for 7 years	alarm/set_alarm
717	set alarm for 9 years please	alarm/set_alarm
718	set an alarm for 15 years	alarm/set_alarm
719	set an alarm for 14 years	alarm/set_alarm
720	set an alarm for 4 years	alarm/set_alarm
721	set an alarm for 6 years please	alarm/set_alarm
722	set an alarm for 25 years	alarm/set_alarm
723	whats the weather like in oakland	weather/find
724	hey whats the weather in yosemite	weather/find
725	hey whats the weather in yosemite	weather/find
726	hey whats the weather in yosemite	weather/find
727	hey whats the weather going to be for the next three days	weather/find
728	hey whats the weather going to be for the next three days	weather/find
729	hey whats the weather going to be for the next three days	weather/find
730	Whats the weather supposed to be like tomorrow?	weather/find
731	Whats the weather supposed to be like tomorrow?	weather/find
732	Whats the weather supposed to be like tomorrow?	weather/find
733	whats the weather supposed to be like Palo Alto?	weather/find
734	whats the weather supposed to be like Palo Alto?	weather/find
735	whats the weather supposed to be like Palo Alto?	weather/find
736	What's weather Lost Hills	weather/find
737	What's weather Lost Hills	weather/find
738	What's weather Lost Hills	weather/find
739	What's weather Signal Hill	weather/find
740	What's weather Signal Hill	weather/find
741	What's weather Signal Hill	weather/find
742	What's weather Pleasant Hill	weather/find
743	What's weather Pleasant Hill	weather/find
744	What's weather Pleasant Hill	weather/find
745	Weather in Laguna Hills	weather/find
746	Weather in Laguna Hills	weather/find
747	Weather in Laguna Hills	weather/find
748	What's the weather like Granada Hills	weather/find
749	What's the weather like Granada Hills	weather/find
750	What's the weather like Granada Hills	weather/find
751	What is weather in El Dorado Hills	weather/find
752	What is weather in El Dorado Hills	weather/find
753	What is weather in El Dorado Hills	weather/find
754	What's the weather Chino Hills	weather/find
755	What's the weather Chino Hills	weather/find
756	What's the weather Chino Hills	weather/find
757	What's the weather Beverly Hills	weather/find
758	What's the weather Anaheim Hills	weather/find
759	What's the weather Anaheim Hills	weather/find
760	What's the weather Anaheim Hills	weather/find
761	What's the weather Agoura Hills	weather/find
762	What's the weather Agoura Hills	weather/find
763	What's the weather Agoura Hills	weather/find
764	What's the weather in Morgan Hill	weather/find
765	What's the weather in Morgan Hill	weather/find
766	What's the weather in Morgan Hill	weather/find
767	What's the weather Richland Hill	weather/find
768	What's the weather Richland Hill	weather/find
769	What's the weather Richland Hill	weather/find
770	Weather for Richmond Hill	weather/find
771	Weather for Richmond Hill	weather/find
772	Weather for Richmond Hill	weather/find
773	what's the weather morgan hill	weather/find
774	what's the weather morgan hill	weather/find
775	what's the weather morgan hill	weather/find
776	weather in the tri-cities today	weather/find
777	weather in the tri-cities today	weather/find
778	weather in the tri-cities today	weather/find
779	weather in the tri-cities today	weather/find
780	weather in the tri-cities today	weather/find
781	remind me to call shawn on his birthday	reminder/set_reminder
782	remind me to call davide on his birthday	reminder/set_reminder
783	What time is sun rise	weather/checkSunrise
784	When does the sun set	weather/checkSunset
785	What is it like in Hawaii this weekend weather-wise	weather/find
786	What's the weather looking like in Honolulu	weather/find
787	tell me when it will snow	weather/find
788	How cold does Siberia get	weather/find
789	i need assistance making a calendar event	reminder/set_reminder
790	engage alarm	alarm/set_alarm
791	Snooze now	alarm/snooze_alarm
792	clear all alarms	alarm/cancel_alarm
793	Set a reminder to give dogs heart worm medication ever 15th of each month	reminder/set_reminder
794	Set an alarm to remind me to drink water every 2 hours	reminder/set_reminder
795	Reminder to make a dentist appointment	reminder/set_reminder
796	remind me to check on my pizza in 14 minutes	reminder/set_reminder
797	cancel all alarms and reminders please	alarm/cancel_alarm
798	Remind me about my doctors appointment next Wednesday on Tuesday	reminder/set_reminder
799	remind me of my meeting tonight at 7 at the ems building	reminder/set_reminder
800	repeat this reminder weekly	reminder/set_reminder
801	remind me next tuesday that i have a doctors appointment	reminder/set_reminder
802	Remind me of my Doctor's appt	reminder/set_reminder
803	can you send me a reminder to bring my coupons with me on Thursday	reminder/set_reminder
804	Remind me again tomorrow	reminder/set_reminder
805	Show all reminders for today	reminder/show_reminders
806	remind about ordering pants for daughter	reminder/set_reminder
807	Reset my reminders for Thursday	reminder/cancel_reminder
808	cancel all alarms and reminders	reminder/cancel_reminder
809	Reminder for next week	reminder/show_reminders
810	Set a reminder alarm for 2pm	reminder/set_reminder
811	Show all of my reminders for tomorrow	reminder/show_reminders
812	Remind me about my dentist appointment at 2:00PM on Wednesday	reminder/set_reminder
813	Remind me to pick up Raymond at 3pm	reminder/set_reminder
814	show alarm reminder	reminder/show_reminders
815	Remind me about Evelyn's play Tuesday at 6 p.m	reminder/set_reminder
816	remind me to take my pills tomorrow morning	reminder/set_reminder
