utterance	slot_labels	intent	intent_ID	slots_ID	language
all flights from boston to philadelphia which show up on tuesday afternoon	O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name B-depart_time.period_of_day	atis_flight	2	82 82 82 38 82 155 82 82 82 82 113 52	en
zeige mir alle flüge von chicago nach kansas city am donnerstag , siebzehnter juni , die gegen 7 uhr am abend in kansas city ankommen	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number B-depart_date.month_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_time.period_of_day O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 156 82 113 82 95 103 82 82 12 143 144 82 80 82 155 156 82	de
me gustaría reservar el vuelo más barato de ida desde denver hasta pittsburgh	O O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 87 88 46 47 82 38 82 155	es
repeating leaving denver to san francisco before 10 am what type of aircraft is used	O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O	atis_aircraft	7	82 82 38 82 155 156 127 137 138 82 82 82 82 82 82	en
ich suche die günstigste möglichkeit, um von denver nach oakland zu fliegen	O O O B-cost_relative O O O B-fromloc.city_name O B-toloc.city_name O O	atis_flight	2	82 82 82 87 82 82 82 38 82 155 82 82	de
j’aimerais obtenir des informations sur les transports terrestres dans la ville d’ atlanta de l’aéroport au centre-ville	O O O O O O O O O O O O B-city_name O O O O	atis_ground_service	12	82 82 82 82 82 82 82 82 82 82 82 82 135 82 82 82 82	fr
steht dl für delta	O B-airline_code O B-airline_name	atis_abbreviation	14	82 91 82 149	de
ich brauche einen flug von san francisco nach boston , der nach 8 uhr abends abfliegt	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 82 38 39 82 155 82 82 127 137 138 138 82	de
wie viele städte werden von american airlines erster klasse angeflogen	O O O O O B-airline_name I-airline_name B-class_type I-class_type O	atis_quantity	4	82 82 82 82 82 149 150 24 25 82	de
zeige mir alle flüge von philadelphia nach dallas , die vor 3 uhr nachmittags am samstag in dallas ankommen	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82 82 12 143 144 144 82 64 82 155 82	de
zeige mir flüge von boston nach denver am mittwoch morgen	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_flight	2	82 82 82 82 38 82 155 82 113 52	de
muéstrame los vuelos desde filadelfia hasta oakland para el viernes	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 82 155 82 82 113	es
¿tienes un vuelo desde boston hasta fort worth ?	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 38 82 155 156 82	es
muéstrame la tarifa más cara de ida en primera clase desde baltimore hasta dallas	O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 46 47 82 24 25 82 38 82 155	es
how much does flight ua 281 from boston to denver cost	O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	82 82 82 82 91 2 82 38 82 155 82	en
what airlines from washington dc to columbus	O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name	atis_airline	15	82 82 82 38 30 82 155	en
j’aimerais un vol de baltimore à san francisco sur twa avec un arrêt à denver .	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code O O O O B-stoploc.city_name O	atis_flight	2	82 82 82 82 38 82 155 156 82 91 82 82 82 82 26 82	fr
me montrer les transports terrestres à denver	O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 135	fr
i'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth	O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	atis_flight	2	82 82 82 82 82 87 46 47 82 82 38 82 155 82 103 95	en
muéstrame todos los vuelos disponibles desde baltimore hasta dallas con las tarifas en clase económica	O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-economy I-economy	atis_flight	2	82 82 82 82 82 82 38 82 155 82 82 82 82 10 11	es
how many flights are there between san francisco and philadelphia on august eighteenth	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	atis_quantity	4	82 82 82 82 82 82 38 39 82 155 82 103 95	en
de seattle à salt lake city .	O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O	atis_flight	2	82 38 82 155 156 156 82	fr
flights from baltimore to philadelphia please	O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 38 82 155 82	en
¿llega midwest express hasta cleveland ?	O B-airline_name O O B-city_name O	atis_flight	2	82 149 82 82 135 82	es
j’ai besoin d’une liste de vols en fin d’après-midi de saint-louis à chicago .	O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 52 53 53 82 38 82 155 82	fr
muéstrame todos los vuelos desde pittsburgh hasta san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	es
me montrer des vols entre new york city et las vegas .	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 39 39 82 155 156 82	fr
what is the ground transportation available in fort worth texas	O O O O O O O B-city_name I-city_name B-state_name	atis_ground_service	12	82 82 82 82 82 82 82 135 136 56	en
el primer vuelo desde boston hasta san francisco que sirva una comida	O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal	atis_flight	2	82 58 82 82 38 82 155 156 82 82 82 6	es
zeige mir flüge zwischen dallas, fort worth und entweder san francisco oder oakland , die zwischen 5 uhr nachmittags und 7 uhr abends abheben	O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O O B-depart_time.start_time I-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time O	atis_flight	2	82 82 82 82 38 39 39 82 82 155 156 147 155 82 82 82 131 132 132 82 0 1 1 82	de
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 82 82 82 46 47 82 82 38 82 155 82 12 143 144	en
i'd like to find a flight from tampa to montreal that makes a stop in new york	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155 82 82 82 82 82 26 27	en
quisiera volar desde filadelfia hasta dallas	O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 38 82 155	es
j’aimerais voler de minneapolis à long beach dans deux jours à partir d’ aujourd’hui tôt le matin .	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.date_relative O O O O B-depart_date.today_relative B-depart_time.period_of_day O B-depart_time.period_of_day O	atis_flight	2	82 82 82 38 82 155 156 82 22 82 82 82 82 83 52 82 52 82	fr
finde einen flug von washington dc nach san francisco am dienstag	O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 30 82 155 156 82 113	de
j’aimerais le premier vol de dallas à boston .	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 58 82 82 38 82 155 82	fr
from san francisco to denver	O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 38 39 82 155	en
zeige mir alle flüge von atlanta nach philadelphia am ersten august	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_flight	2	82 82 82 82 82 38 82 155 82 95 103	de
zeige mir die coach -tarife von baltimore nach dallas	O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 24 82 82 38 82 155	de
qué escalas hace el vuelo 838 de dl desde san francisco hasta atlanta	O B-flight_stop O O O B-flight_number O B-airline_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 151 82 82 82 2 82 91 82 38 39 82 155	es
puis-je avoir une liste des vols en première classe lundi de san francisco à pittsburgh à partir de midi et après	O O O O O O O B-class_type I-class_type B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time O B-depart_time.time_relative	atis_flight	2	82 82 82 82 82 82 82 24 25 113 82 38 39 82 155 82 82 82 137 82 127	fr
qué significa el código de tarifa m	O O O O O O B-fare_basis_code	atis_abbreviation	14	82 82 82 82 82 82 78	es
looking for a flight to salt lake city	O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 155 156 156	en
necesito un vuelo desde atlanta hasta baltimore que llegue a las 7 de la tarde por favor	O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time O O	atis_flight	2	82 82 82 82 38 82 155 82 82 82 82 143 144 144 144 82 82	es
show me the flights from atlanta to philadelphia	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	en
me montrer aussi le premier vol d’ atlanta à denver un jeudi .	O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O	atis_flight	2	82 82 82 82 58 82 82 38 82 155 82 113 82	fr
welche flüge verlassen pittsburgh in richtung denver montag nacht	O O O B-fromloc.city_name O O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day	atis_flight	2	82 82 82 38 82 82 155 113 52	de
please list the flights from denver to phoenix	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	en
qué vuelos tienes disponibles desde denver dallas y pittsburgh hasta baltimore	O O O O O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 38 82 38 82 155	es
¿hay transporte terrestre desde el aeropuerto de dallas hasta el centro de dallas ?	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O O B-toloc.city_name O	atis_ground_service	12	82 82 82 82 82 99 100 100 82 82 82 82 155 82	es
me montrer les vols de baltimore à boston .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
zeige mir bodenverkehr in boston	O O O O B-city_name	atis_ground_service	12	82 82 82 82 135	de
i want to leave before 8 in the morning what flight should i take to atlanta from boston	O O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O O O O O O B-toloc.city_name O B-fromloc.city_name	atis_flight	2	82 82 82 82 127 137 82 82 52 82 82 82 82 82 82 155 82 38	en
show me all flights from oakland to philadelphia on saturday which serve a meal	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal	atis_flight	2	82 82 82 82 82 38 82 155 82 113 82 82 82 6	en
do you have a flight from atlanta to boston that will stop in washington	O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 82 38 82 155 82 82 82 82 26	en
what is the cheapest round trip coach flight between dallas and baltimore leaving august tenth	O O O B-cost_relative B-round_trip I-round_trip B-class_type O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	atis_flight	2	82 82 82 87 46 47 24 82 82 38 82 155 82 103 95	en
muéstrame todos los vuelos de delta que salgan desde pittsburgh entre las 12 y las 4 de la tarde	O O O O O B-airline_name O O O B-fromloc.city_name O O B-depart_time.start_time O O B-depart_time.end_time O O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 149 82 82 82 38 82 82 131 82 82 0 82 82 52	es
round trip fare from baltimore to philadelphia less than 1000 dollars	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 38 82 155 87 82 48 49	en
ich suche einen flug von pittsburgh nach san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	de
gib mir eine liste der flüge am vormittag von atlanta nach boston	O O O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 52 82 38 82 155	de
muéstrame las tarifas desde miami hasta nueva york	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 38 82 155 156	es
vuelos de twa desde columbus hasta san luis	O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 91 82 38 82 155 156	es
me montrer les vols partant de love field .	O O O O O O B-fromloc.airport_name I-fromloc.airport_name O	atis_flight	2	82 82 82 82 82 82 99 100 82	fr
qué vuelos de us air salen desde indianápolis hasta san diego después de la 1:30 de la tarde	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative O O B-depart_time.time O O B-depart_time.period_of_day	atis_flight	2	82 82 82 149 150 82 82 38 82 155 156 127 82 82 137 82 82 52	es
necesito viajar desde atlanta hasta charlotte , carolina del norte el próximo lunes	O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.state_name I-toloc.state_name I-toloc.state_name O B-depart_date.date_relative B-depart_date.day_name	atis_flight	2	82 82 82 38 82 155 82 36 37 37 82 22 113	es
was ist der niedrigste tarif, den delta zwischen boston und san francisco anbietet	O O O B-cost_relative O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare	0	82 82 82 87 82 82 149 82 38 82 155 156 82	de
does delta airlines fly from boston to washington dc	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_flight	2	82 149 150 82 82 38 82 155 93	en
zeige mir die flüge von philadelphia nach baltimore am morgen	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day	atis_flight	2	82 82 82 82 82 38 82 155 82 52	de
flights from newark to boston	O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 38 82 155	en
quel est le vol le moins cher de pittsburgh à atlanta	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 87 88 88 82 38 82 155	fr
me montrer maintenant les vols de denver à philadelphie un samedi .	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O	atis_flight	2	82 82 82 82 82 82 38 82 155 82 113 82	fr
kannst du mir den ersten flug nennen, der am siebenundzwanzigsten august von baltimore nach san francisco mit einer 747 geht	O O O O B-flight_mod O O O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-aircraft_code O	atis_flight	2	82 82 82 82 58 82 82 82 82 95 103 82 38 82 155 156 82 82 97 82	de
