ID	TEXT	INTENT	SLOTS
253	is there going to be a depression two hundred sixteen days and a half from now in mill bluff state park	GetWeather	O O O O O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi
254	i give this current novel zero stars and a best rating of 6	RateBook	O O O B-object_select B-object_type B-rating_value B-rating_unit O O O O O B-best_rating
255	give 5 out of 6 points to racing the rain	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name I-object_name
256	what is the local movie times	SearchScreeningEvent	O O O O B-object_type I-object_type
257	what is the forecast for west virginia will it be snowy	GetWeather	O O O O O B-state I-state O O O B-condition_description
258	what s the forecast for alley canada	GetWeather	O O O O O B-city B-country
259	can you put this track onto the playlist the selektor	AddToPlaylist	O O O O B-music_item O O O B-playlist I-playlist
260	i want to book a far brasserie that serves minestrone in pa for a party of 9 in 15 minutes	BookRestaurant	O O O O O B-spatial_relation B-restaurant_type O O B-served_dish O B-state O O O O B-party_size_number O B-timeRange I-timeRange
261	rate this current essay four out of 6	RateBook	O B-object_select I-object_select B-object_type B-rating_value O O B-best_rating
262	i need a table at a highly rated diner	BookRestaurant	O O O O O O B-sort I-sort B-restaurant_type
263	rate the current album two points	RateBook	O O B-object_select B-object_type B-rating_value B-rating_unit
264	what s the weather forecast not far from here	GetWeather	O O O O O B-spatial_relation I-spatial_relation O B-current_location
265	i want to reserve a gastropub that has a spa	BookRestaurant	O O O O O B-restaurant_type O O O B-facility
266	play lastfm pop tunes	PlayMusic	O B-service B-genre O
267	play music from the top-5 from artist kenia arias	PlayMusic	O O O O B-sort O O B-artist I-artist
268	use netflix to play michael white tune from 1955	PlayMusic	O B-service O O B-artist I-artist B-music_item O B-year
269	find a reservation at a brasserie restaurant nearby sc for a party of ten	BookRestaurant	O O O O O B-restaurant_type I-restaurant_type B-spatial_relation B-state O O O O B-party_size_number
270	add image to the nuclear blast novelties playlist	AddToPlaylist	O B-entity_name O O B-playlist I-playlist I-playlist O
271	what s the weather for april 10th 2028 in arkansas	GetWeather	O O O O O B-timeRange I-timeRange I-timeRange O B-state
272	show me the book f-1 grand prix part ii	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name
273	give me movie times	SearchScreeningEvent	O O B-object_type I-object_type
274	will it be stormy in ritchey in palau	GetWeather	O O O B-condition_description O B-city O B-country
275	what movies are scheduled in the neighbourhood	SearchScreeningEvent	O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation
276	i would give the call of the toad a value of zero and a best rating of 6	RateBook	O O O B-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value O O O O O B-best_rating
277	give me some hank shermann from 1975 on lastfm	PlayMusic	O O O B-artist I-artist O B-year O B-service
278	what movies are scheduled at plitt theatres	SearchScreeningEvent	O B-movie_type O O O B-location_name I-location_name
279	book a restaurant for 7 people	BookRestaurant	O O B-restaurant_type O B-party_size_number O
280	find movie schedules at imax corporation	SearchScreeningEvent	O B-object_type I-object_type O B-location_name I-location_name
281	is it hot in gold beach bahrain	GetWeather	O O B-condition_temperature O B-city I-city B-country
282	find the cartel vol 2 novel	SearchCreativeWork	O B-object_name I-object_name I-object_name I-object_name B-object_type
283	can you please give me the forecast for the dominica	GetWeather	O O O O O O O O O B-country
284	show creativity of home brew	SearchCreativeWork	O O O B-object_name I-object_name
285	book a table at skycity in salado for me and hannah	BookRestaurant	O O O O B-restaurant_name O B-city O B-party_size_description I-party_size_description I-party_size_description
286	what is the forecast for sea isle city in louisiana for warmer weather	GetWeather	O O O O O B-city I-city I-city O B-state O B-condition_temperature O
287	add the second three years to my workout twerkout playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O
288	forecast for hardinsburg 20 seconds from now	GetWeather	O O B-city B-timeRange I-timeRange I-timeRange I-timeRange
289	i need a reservation for four at a bar	BookRestaurant	O O O O O B-party_size_number O O B-restaurant_type
290	rate gilgamesh the king 5 out of 6	RateBook	O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating
291	add lisa dalbello to my 2015 cma awards nominees list	AddToPlaylist	O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O
292	book the atomic cafe for ten people	BookRestaurant	O O B-restaurant_name I-restaurant_name O B-party_size_number O
293	i want to watch manthan	SearchCreativeWork	O O O O B-object_name
294	what s the weather in stamps	GetWeather	O O O O O B-city
295	book a table for 1 person at a popular brasserie in jansen that serves english food	BookRestaurant	O O O O B-party_size_number O O O B-sort B-restaurant_type O B-city O O B-cuisine O
296	show movie schedule at amco entertainment	SearchScreeningEvent	O B-object_type I-object_type O B-location_name I-location_name
297	i want a restaurant in idaho for 2 of us	BookRestaurant	O O O B-restaurant_type O B-state O B-party_size_number O O
298	play portsmouth by paul smith on google music	PlayMusic	O B-track O B-artist I-artist O B-service I-service
299	restaurant in niger for my mom and i	BookRestaurant	B-restaurant_type O B-country O B-party_size_description I-party_size_description I-party_size_description I-party_size_description
300	search for the toucher and rich show	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name I-object_name
301	play hughie graham by vidyadhar vyas	PlayMusic	O B-track I-track O B-artist I-artist
302	add tune to my this is animal collective	AddToPlaylist	O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist
303	i want the weather for saint martin next year	GetWeather	O O O O O B-country I-country B-timeRange I-timeRange
304	is the missing clerk playing	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name O
305	find the movie schedule for pacific theatres	SearchScreeningEvent	O O B-object_type I-object_type O B-location_name I-location_name
306	not yet: a memoir of living and almost dying was one out of 6 stars	RateBook	B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating B-rating_unit
307	show creativity of painting of me too	SearchCreativeWork	O O O B-object_type O B-object_name I-object_name
308	i am looking for the creative work a wonderful life	SearchCreativeWork	O O O O O O O B-object_name I-object_name I-object_name
309	add nour mhanna to workday lounge	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist
310	add natasha to my all things post playlist	AddToPlaylist	O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O
311	add the piano bar to my cindy wilson	AddToPlaylist	O B-playlist I-playlist I-playlist O B-playlist_owner B-artist I-artist
312	i would give the series history decoded: the 10 greatest conspiracies of all time a rating of 3 points	RateBook	O O O O B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit
313	play a seventies ballad by annunzio paolo mantovani on groove shark	PlayMusic	O O B-year B-music_item O B-artist I-artist I-artist O B-service I-service
314	find a tv show called shake hands with beef	SearchCreativeWork	O O B-object_type I-object_type O B-object_name I-object_name I-object_name I-object_name
315	will it rain here at 13:22:09	GetWeather	O O B-condition_description B-current_location O B-timeRange
316	give this a 0 for this book	RateBook	O B-object_select O B-rating_value O O B-object_type
317	can you add esquivando charcos to my playlist entitled the piano bar	AddToPlaylist	O O O B-entity_name I-entity_name O B-playlist_owner O O B-playlist I-playlist I-playlist
318	can you use pandora to play a soundtrack from 1999 by david sitek	PlayMusic	O O O B-service O O O B-music_item O B-year O B-artist I-artist
319	can you add woman of the world to my playlist entitled duetos	AddToPlaylist	O O O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner O O B-playlist
320	i want to listen to keep the faith	SearchCreativeWork	O O O O O B-object_name I-object_name I-object_name
321	where can i see the show kind of glue	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name
322	i want to book a table for me and josefa at jacob wirth restaurant in branford	BookRestaurant	O O O O O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name O B-city
323	what time is cinema playing the village priest	SearchScreeningEvent	O O O B-object_location_type O B-movie_name I-movie_name I-movie_name
324	play music from 1950	PlayMusic	O O O B-year
325	add hold my liquor to electronow	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist
326	find the tv show tribute to the troops	SearchCreativeWork	O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name
327	find the nearest movies at a movie theatre	SearchScreeningEvent	O O B-spatial_relation B-movie_type O O B-object_location_type I-object_location_type
328	play new ian mclagan	PlayMusic	O B-sort B-artist I-artist
329	what s the weather in la pine	GetWeather	O O O O O B-city I-city
330	can you add some disco to my playlist called genuine r&b	AddToPlaylist	O O O O B-entity_name O B-playlist_owner O O B-playlist I-playlist
331	book me a table for two in oakes	BookRestaurant	O O O O O B-party_size_number O B-city
332	play any song from the eighties	PlayMusic	O O B-music_item O O B-year
333	add split the difference to my women s lit playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O
334	what is the forecast for the current spot for cloudy conditions	GetWeather	O O O O O O B-current_location I-current_location O B-condition_description O
335	book reservations at james d conrey house at 1 pm for a party of nine	BookRestaurant	O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange I-timeRange O O O O B-party_size_number
336	give waiting for the mahatma 5 out of 6 points	RateBook	O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit
337	show movie times of films close by	SearchScreeningEvent	O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation
338	please search the karobar economic daily picture	SearchCreativeWork	O O O B-object_name I-object_name I-object_name B-object_type
